web_scraper_order,web_scraper_start_url,pagination,data,photo,item_page_title,item_page_link,Color_Number,Color_Description,Natural_Finished,whole_article_number,image
"1777647463-1191","https://catalog.preciosa-ornela.com/catalog-beads#","","67010","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-5_0-67010.webp?v=1774867373","67010
                                5/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/1502","67010","aquamarine,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-5_0-67010.webp?v=1774867373
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-5_0-67010-row.webp?v=1774867373
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647465-1192","https://catalog.preciosa-ornela.com/catalog-beads#","","18225","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-5_0-18225.webp?v=1774867369","18225
                                5/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/1378","18225","violet dyed crystal,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-5_0-18225.webp?v=1774867369
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-5_0-18225-row.webp?v=1774867369
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647467-1193","https://catalog.preciosa-ornela.com/catalog-beads#","","08728","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-5_0-08728.webp?v=1774867301","08728
                                5/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/211","08728","crystal,  neon violet lined","finished","Fluorescent Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-5_0-08728.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-5_0-08728-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647470-1194","https://catalog.preciosa-ornela.com/catalog-beads#","","98190","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-3_0-98190.webp?v=1774867301","98190
                                3/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/210","98190","opaque red coral,  sfinx","finished","Sfinx","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-3_0-98190.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-3_0-98190-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647472-1195","https://catalog.preciosa-ornela.com/catalog-beads#","","98140","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-3_0-98140.webp?v=1774867301","98140
                                3/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/209","98140","opaque orange,  sfinx","finished","Sfinx","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-3_0-98140.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-3_0-98140-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647474-1196","https://catalog.preciosa-ornela.com/catalog-beads#","","81016","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-81016.webp?v=1774867301","81016
                                2/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/208","81016","transp. yellow amber,  colour lined pink,  sfinx","finished","Colour Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-81016.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-81016-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647477-1197","https://catalog.preciosa-ornela.com/catalog-beads#","","68298","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68298.webp?v=1774867301","68298
                                2/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/207","68298","crystal,  metallic colour lined red","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68298.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68298-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647479-1198","https://catalog.preciosa-ornela.com/catalog-beads#","","68283","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68283.webp?v=1774867301","68283
                                2/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/206","68283","crystal,  metallic colour lined gold","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68283.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68283-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647481-1199","https://catalog.preciosa-ornela.com/catalog-beads#","","68258","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68258.webp?v=1774867301","68258
                                2/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/205","68258","crystal,  metallic colour lined green","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68258.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68258-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647484-1200","https://catalog.preciosa-ornela.com/catalog-beads#","","68236","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68236.webp?v=1774867301","68236
                                2/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/204","68236","crystal,  metallic colour lined blue","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68236.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68236-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647486-1201","https://catalog.preciosa-ornela.com/catalog-beads#","","68228","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68228.webp?v=1774867301","68228
                                2/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/203","68228","crystal,  metallic colour lined violet","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68228.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-2_0-68228-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647488-1202","https://catalog.preciosa-ornela.com/catalog-beads#","","97129","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-97129.webp?v=1774867301","97129
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/202","97129","garnet,  silver lined,  rainbow","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-97129.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-97129-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647490-1203","https://catalog.preciosa-ornela.com/catalog-beads#","","68807","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-68807.webp?v=1774867301","68807
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/201","68807","steel dyed crystal","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-68807.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-68807-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647493-1204","https://catalog.preciosa-ornela.com/catalog-beads#","","68805","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-68805.webp?v=1774867301","68805
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/200","68805","copper dyed crystal","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-68805.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-68805-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647495-1205","https://catalog.preciosa-ornela.com/catalog-beads#","","68207","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-68207.webp?v=1774867301","68207
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/199","68207","crystal,  metallic colour lined bronze","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-68207.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-68207-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647497-1206","https://catalog.preciosa-ornela.com/catalog-beads#","","68205","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-68205.webp?v=1774867301","68205
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/198","68205","crystal,  metallic colour lined copper","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-68205.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-68205-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647500-1207","https://catalog.preciosa-ornela.com/catalog-beads#","","63241","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-63241.webp?v=1774867301","63241
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/197","63241","grey 1 dyed chalkwhite,  sfinx","finished","Sfinx","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-63241.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-63241-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647502-1208","https://catalog.preciosa-ornela.com/catalog-beads#","","63111","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-63111.webp?v=1774867301","63111
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/196","63111","brown 2 dyed chalkwhite,  sfinx","finished","Sfinx","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-63111.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-63111-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647504-1209","https://catalog.preciosa-ornela.com/catalog-beads#","","41191","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-41191.webp?v=1774867301","41191
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/195","41191","red dyed crystal,  rainbow","finished","Rainbow","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-41191.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-41191-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647506-1210","https://catalog.preciosa-ornela.com/catalog-beads#","","41161","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-41161.webp?v=1774867301","41161
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/194","41161","green dyed crystal,  rainbow","finished","Rainbow","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-41161.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-41161-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647509-1211","https://catalog.preciosa-ornela.com/catalog-beads#","","41134","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-41134.webp?v=1774867301","41134
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/193","41134","blue dyed crystal,  rainbow","finished","Rainbow","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-41134.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-41134-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647511-1212","https://catalog.preciosa-ornela.com/catalog-beads#","","41131","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-41131.webp?v=1774867368","41131
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/1355","41131","blue dyed crystal,  rainbow","finished","Rainbow","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-41131.webp?v=1774867368
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-41131-row.webp?v=1774867368
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647513-1213","https://catalog.preciosa-ornela.com/catalog-beads#","","38173","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-38173.webp?v=1774867301","38173
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/192","38173","crystal,  colour lined pink,  sfinx","finished","Colour Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-38173.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-38173-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647516-1214","https://catalog.preciosa-ornela.com/catalog-beads#","","38066","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-38066.webp?v=1774867300","38066
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/191","38066","crystal,  colour lined blue-green","finished","Colour Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-38066.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-38066-row.webp?v=1774867301
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647518-1215","https://catalog.preciosa-ornela.com/catalog-beads#","","38039","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-38039.webp?v=1774867370","38039
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/1401","38039","crystal,  colour lined blue","finished","Colour Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-38039.webp?v=1774867370
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-38039-row.webp?v=1774867370
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647520-1216","https://catalog.preciosa-ornela.com/catalog-beads#","","17828","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-17828.webp?v=1774867373","17828
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/80417","17828","violet dyed alabaster","finished","Terra Dyed","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-17828.webp?v=1774867373
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-17828-row.webp?v=1774867373
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647523-1217","https://catalog.preciosa-ornela.com/catalog-beads#","","17498","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-17498.webp?v=1774867300","17498
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/190","17498","pink metallic dyed alabaster,  rainbow","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-17498.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-17498-row.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647525-1218","https://catalog.preciosa-ornela.com/catalog-beads#","","17428","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-17428.webp?v=1774867300","17428
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/189","17428","violet metallic dyed alabaster,  rainbow","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-17428.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-17428-row.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647527-1219","https://catalog.preciosa-ornela.com/catalog-beads#","","17177","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-17177.webp?v=1774867300","17177
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/188","17177","pink dyed alabaster,  lustered","finished","White Luster","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-17177.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-17177-row.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647530-1220","https://catalog.preciosa-ornela.com/catalog-beads#","","11090","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-11090.webp?v=1774867300","11090
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/187","11090","topaz,  rainbow","finished","Rainbow","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-11090.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-11090-row.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647532-1221","https://catalog.preciosa-ornela.com/catalog-beads#","","11024","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-11024.webp?v=1774867300","11024
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/186","11024","lt. topaz,  colour lined green,  sfinx","finished","Colour Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-11024.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-11024-row.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647534-1222","https://catalog.preciosa-ornela.com/catalog-beads#","","07722","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-07722.webp?v=1774867300","07722
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/185","07722","pink dyed crystal,  silver lined","finished","Silver Lined","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-07722.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-07722-row.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647537-1223","https://catalog.preciosa-ornela.com/catalog-beads#","","02052","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-02052.webp?v=1774867300","02052
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/184","02052","green dyed crystal","finished","Solgel Dyed","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-02052.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-02052-row.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647539-1224","https://catalog.preciosa-ornela.com/catalog-beads#","","01780","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-01780.webp?v=1774867374","01780
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/50873","01780","soft copper","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-01780.webp?v=1774867374
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-01780-row.webp?v=1774867374
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647541-1225","https://catalog.preciosa-ornela.com/catalog-beads#","","01740","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-01740.webp?v=1774867300","01740
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/183","01740","soft bronze","finished","metallic","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-01740.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-01740-row.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
"1777647544-1226","https://catalog.preciosa-ornela.com/catalog-beads#","","01127","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-01127.webp?v=1774867300","01127
                                11/0
                                331-19001
                            
                            
                            
                            
                                
                                    
                                        
                                    
                                    
                                        
                                            
                                        
                                        Save to wishlist
                                        Můj výběr","https://catalog.preciosa-ornela.com/detail/182","01127","violet 2 dyed crystal","finished","Solgel Dyed","https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-01127.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky/331-19001-11_0-01127-row.webp?v=1774867300
https://catalog.preciosa-ornela.com/produkty/perlicky/fotky_dirky/331-19001-Rocailles-RH.webp?v=1752045439"
